Created At,Sentiment
2018-07-17 15:00:00,0.09333333333333334
2018-07-17 16:00:00,0.128
2018-07-17 17:00:00,0.18723404255319148
2018-07-17 18:00:00,0.12903225806451613
2018-07-17 19:00:00,0.08712121212121213
2018-07-17 20:00:00,0.09841269841269841
2018-07-17 21:00:00,0.1625
2018-07-17 22:00:00,0.18617021276595744
2018-07-17 23:00:00,0.10810810810810811
2018-07-18 08:00:00,0.17424242424242425
2018-07-18 09:00:00,0.11612903225806452
2018-07-18 10:00:00,0.08
2018-07-18 11:00:00,0.09180327868852459
2018-07-18 12:00:00,0.09567198177676538
2018-07-18 13:00:00,0.13260530421216848
2018-07-18 14:00:00,0.11711711711711711
2018-07-18 15:00:00,0.10720268006700168
2018-07-18 16:00:00,0.12033898305084746
2018-07-18 17:00:00,0.12401574803149606
2018-07-18 18:00:00,0.15947467166979362
2018-07-18 19:00:00,0.11152416356877323
2018-07-18 20:00:00,0.11275964391691394
2018-07-18 21:00:00,0.1400709219858156
2018-07-18 22:00:00,0.1527001862197393
2018-07-18 23:00:00,0.17857142857142858
